"targets","layer","dir_2012a","fn_2012a","dir_2013a","fn_2013a","dir_2014a","fn_2014a","dir_2015a","fn_2015a","src_2015a","src_2014a","name","description","citation_nature2012","citation_plos2013","fld_value","units","X2013a_source","children","children_notes","disaggregation.function","updated","still.to.do.with.2013a.file.","derive_function","layer_old","X","ingest","dir_whence_2013a","whence_2013a","clip_n_ship_disag","clip_n_ship_disag_description","uninhabited_expect","fn_nature2012","id_num","id_chr","category","year","value_num","value_chr"
"spatial","rgn_georegion_labels","neptune_data:model/GL-NCEAS-OceanRegions_v2013a/manual_output","rgn_georegions_labels_long_2013b.csv","neptune_data:model/GL-NCEAS-OceanRegions_v2013a/manual_output","rgn_georegions_labels_long_2013b.csv",,,,,,"N","Georegion labels per region, at 3 georegion levels","Lookup table of Ocean Health Index regions and UN georegion names at 3 georegion levels.

Data sources:

- [UN geographical region and composition](http://unstats.un.org/unsd/methods/m49/m49regin.htm)
","3",,"label","label","2012a","new",,"NA (updated data)",,,,"rtk_rgn_georegion_labels",,TRUE,,,"raster","spatial data was extracted for each region.",,"rgn_georegions.csv","region_id",,"level",,"georegion_id",
"spatial","rgn_georegions","neptune_data:model/GL-NCEAS-OceanRegions_v2013a/manual_output","rgn_georegions_long_2013b.csv","neptune_data:model/GL-NCEAS-OceanRegions_v2013a/manual_output","rgn_georegions_long_2013b.csv",,,,,,,"Georegion ids per region, at 3 georegion levels","Lookup table of Ocean Health Index regions and UN georegion identifiers at 3 georegion levels.

Data sources:

- [UN geographical region and composition](http://unstats.un.org/unsd/methods/m49/m49regin.htm)
","3",,"georgn_id","georegion id","2012a","new",,"NA (updated data)",,,,"rnk_rgn_georegions",,TRUE,,,"raster","spatial data was extracted for each region.",,"rgn_georegions.csv","region_id",,"level",,"georegion_id",
"spatial","rgn_global","neptune_data:model/GL-NCEAS-OceanRegions_v2013a/data","rgn_global.csv","neptune_data:model/GL-NCEAS-OceanRegions_v2013a/data","rgn_global.csv",,,,,,"N","regions used in global analysis for Nature 2012, subset of regions_labels by type=eez and not deleted or disputed ","Regions used in global analysis for Nature 2012, subset of regions_labels by type=eez and not deleted or disputed. ","3",,"label","label","2012a","new",,"NA (updated data)",,,,"rnk_rgn_global",,TRUE,,,"raster","spatial data was extracted for each region.",,"rgn_global.csv","region_id",,"type",,,"label"
"spatial","rgn_labels","neptune_data:model/GL-NCEAS-OceanRegions_v2013a/data","rgn_labels.csv","neptune_data:model/GL-NCEAS-OceanRegions_v2013a/data","rgn_labels.csv",,,,,,"N","regions by type (eez, subocean, unclaimed) and label","Ocean Health Index regions by type (eez, subocean, unclaimed) and label","3",,"label","label","2012a","new",,"NA (updated data)",,,,"rtk_rgn_labels",,TRUE,,,"raster","spatial data was extracted for each region.",,"rgn_labels.csv","region_id",,"type",,,"label"
"SPP","spp_status","ohiprep:globalprep/SpeciesDiversity/v2015/data","spp_status.csv","ohiprep:globalprep/SpeciesDiversity/v2015/data","spp_status.csv","ohiprep:globalprep/SpeciesDiversity/v2015/data","spp_status.csv","ohiprep:globalprep/SpeciesDiversity/v2015/data","spp_status.csv",,,"Species lists and IUCN threat categories as a proxy for iconic species status","International Union for Conservation of Nature (IUCN) Red List threat categories with aggregated species lists.

Data sources:

- [International Union for Conservation of Nature (IUCN)](http://www.iucnredlist.org/technical-documents/classification-schemes/threats-classification-scheme)
","7.27","5.29","score","status score",,"new",,,,,,"rn_spp_status",,TRUE,,,"equal","global scores were applied equally to each region. ",,,,,,,,
"SPP","spp_trend","ohiprep:globalprep/SpeciesDiversity/v2015/data","spp_trend.csv","ohiprep:globalprep/SpeciesDiversity/v2015/data","spp_trend.csv","ohiprep:globalprep/SpeciesDiversity/v2015/data","spp_trend.csv","ohiprep:globalprep/SpeciesDiversity/v2015/data","spp_trend.csv",,,"Species lists and IUCN threat categories as a proxy for iconic species trend","International Union for Conservation of Nature (IUCN) Red List threat categories with aggregated species lists.

Data sources:

- [International Union for Conservation of Nature (IUCN)](http://www.iucnredlist.org/technical-documents/classification-schemes/threats-classification-scheme)
","7.27","5.29","score","trend score",,"new",,,,,,"rn_spp_trend",,TRUE,,,"equal","global trends were applied equally to each region. ",,,,,,,,
"TR","tr_jobs_total","ohiprep:globalprep/TourismRecreation/v2015/data","tr_jobs_total.csv","ohiprep:globalprep/TourismRecreation/v2015/data","tr_jobs_total.csv","ohiprep:globalprep/TourismRecreation/v2015/data","tr_jobs_total.csv","ohiprep:globalprep/TourismRecreation/v2015/data","tr_jobs_total.csv",,"Y: done","Total labor force","Total labor force (number of people 15 years old and older who can supply labor for the production of goods and services) from World Bank assessments.

Data sources:

- [The World Bank](http://data.worldbank.org/indicator/SL.TLF.TOTL.IN)
",,,"L","total labor force jobs",,,,,,,,"tr_jobs_total",,TRUE,"ohiprep:Global/WorldBank-Statistics_v2012/data","rgn_wb_tlf_2014a_attr.csv","population_inland25km","global total labor force data were applied to each region after weighting by each region's coastal population.","NA",,,,,,,
"TR","tr_jobs_tourism","ohiprep:globalprep/TourismRecreation/v2015/data","tr_jobs_tourism.csv","ohiprep:globalprep/TourismRecreation/v2015/data","tr_jobs_tourism.csv","ohiprep:globalprep/TourismRecreation/v2015/data","tr_jobs_tourism.csv","ohiprep:globalprep/TourismRecreation/v2015/data","tr_jobs_tourism.csv",,"Y: done","Direct employment in tourism","Direct employment in tourism (WTTC).

Data sources:

- [World Travel and Tourism Council (WTTC)](http://www.wttc.org/research/economic-data-search-tool/)
",,,"Ed","direct tourism jobs",,,,,,,,"tr_jobs_tourism",,TRUE,,,"population_inland25km","global tourism employee data were applied to each region after weighting by each region's coastal population.","NA",,,,,,,
"TR","tr_jobs_pct_tourism","ohiprep:globalprep/TourismRecreation/v2015/data","tr_jobs_pct_tourism.csv","ohiprep:globalprep/TourismRecreation/v2015/data","tr_jobs_pct_tourism.csv","ohiprep:globalprep/TourismRecreation/v2015/data","tr_jobs_pct_tourism.csv","ohiprep:globalprep/TourismRecreation/v2015/data","tr_jobs_pct_tourism.csv",,"Y: done","Percent direct employment in tourism","Percent direct employment in tourism (WTTC).

Data sources:

- [World Travel and Tourism Council (WTTC)](http://www.wttc.org/research/economic-data-search-tool/)
",,,"Ep","direct tourism jobs",,,,,,,,"tr_jobs_tourism",,TRUE,,,"population_inland25km","global tourism employee data were applied to each region after weighting by each region's coastal population.","NA",,,,,,,
"TR","tr_sustainability","ohiprep:globalprep/TourismRecreation/v2015/data","tr_sustainability_2014.csv","ohiprep:globalprep/TourismRecreation/v2015/data","tr_sustainability_2014.csv","ohiprep:globalprep/TourismRecreation/v2015/data","tr_sustainability_2014.csv","ohiprep:globalprep/TourismRecreation/v2015/data","tr_sustainability.csv",,"N","Sustainability index","Tourism Competitiveness Index (TTCI) from the World Economic Forum",,,"S_score","TTCI raw score",,,,,,,,"tr_sustainability",,TRUE,"neptune_data:model/GL-WEF-Economics_v2013/data","rgn_wef_ttci_2013a_whence.csv","equal ","global scores were applied equally to each region. ","NA",,,,,,,
"TR","tr_unemployment","ohiprep:globalprep/TourismRecreation/v2015/data","tr_unemployment.csv","ohiprep:globalprep/TourismRecreation/v2015/data","tr_unemployment.csv","ohiprep:globalprep/TourismRecreation/v2015/data","tr_unemployment.csv","ohiprep:globalprep/TourismRecreation/v2015/data","tr_unemployment.csv",,"Y: done","Percent unemployment","Percent unemployment (The World Bank).

Data sources:

- [The World Bank](http://data.worldbank.org/indicator/SL.UEM.TOTL.ZS)
",,,"U","percent unemployed",,,,,,,,"tr_unemployment",,TRUE,"ohiprep:Global/WorldBank-Statistics_v2012/data","rgn_wb_uem_2014a_attr.csv","equal","global unemployment percentages were applied equally to each region. ","NA",,,,,,,
"TR","tr_travelwarnings","ohiprep:globalprep/TourismRecreation/v2015/data","tr_travelwarnings_2014.csv","ohiprep:globalprep/TourismRecreation/v2015/data","tr_travelwarnings_2014.csv","ohiprep:globalprep/TourismRecreation/v2015/data","tr_travelwarnings_2014.csv","ohiprep:globalprep/TourismRecreation/v2015/data","tr_travelwarnings_2015.csv",,,"Travel Warnings","Countries with US State Department travel warnings.
Data source:
- [U.S. Department of State](http://travel.state.gov/content/passports/english/alertswarnings.html)",,,"multiplier","travel warning region",,,,,,,,,,TRUE,,,,,,,,,,,,
